timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1680412771015,1081,/destination,200,OK,traffic distribution gojek 1-78,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,836,0,514
1680412771955,546,/payment-methods,200,OK,traffic distribution gojek 1-76,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,304,0,0
1680412772096,553,/pickup-location,200,OK,traffic distribution gojek 1-78,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,306,0,0
1680412772502,680,/history,200,OK,traffic distribution gojek 1-76,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,434,0,0
1680412772021,1189,/top-up,200,OK,traffic distribution gojek 1-79,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,943,0,500
1680412772649,660,/choose-vehicle,200,OK,traffic distribution gojek 1-78,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,411,0,0
1680412773182,558,/ongoing,200,OK,traffic distribution gojek 1-76,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,324,0,0
1680412773211,576,/pay,200,OK,traffic distribution gojek 1-79,text,true,,19169,179,4,4,https://api-staging-builder.engineer.ai/configurations,329,0,0
1680412773309,565,/voucher,200,OK,traffic distribution gojek 1-78,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,321,0,0
1680412773019,1094,/destination,200,OK,traffic distribution gojek 1-80,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,848,0,510
1680412773740,543,/scheduled,200,OK,traffic distribution gojek 1-76,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,304,0,0
1680412773874,591,/payment-methods,200,OK,traffic distribution gojek 1-78,text,true,,19176,179,2,2,https://api-staging-builder.engineer.ai/configurations,350,0,0
1680412774113,575,/pickup-location,200,OK,traffic distribution gojek 1-80,text,true,,19176,179,1,1,https://api-staging-builder.engineer.ai/configurations,327,0,0
1680412774689,583,/choose-vehicle,200,OK,traffic distribution gojek 1-80,text,true,,19176,179,2,2,https://api-staging-builder.engineer.ai/configurations,336,0,0
1680412775029,2222,/top-up,200,OK,traffic distribution gojek 1-82,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,831,0,499
1680412775273,2477,/voucher,200,OK,traffic distribution gojek 1-80,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,439,0,0
1680412777252,592,/pay,200,OK,traffic distribution gojek 1-82,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,344,0,0
1680412777018,1257,/top-up,200,OK,traffic distribution gojek 1-84,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,1003,0,665
1680412777844,579,/destination,200,OK,traffic distribution gojek 1-82,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,333,0,0
1680412777751,829,/payment-methods,200,OK,traffic distribution gojek 1-80,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,333,0,0
1680412778277,668,/pay,200,OK,traffic distribution gojek 1-84,text,true,,19176,179,2,2,https://api-staging-builder.engineer.ai/configurations,411,0,0
1680412778424,620,/pickup-location,200,OK,traffic distribution gojek 1-82,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,377,0,0
1680412778945,610,/destination,200,OK,traffic distribution gojek 1-84,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,351,0,0
1680412779044,573,/choose-vehicle,200,OK,traffic distribution gojek 1-82,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,326,0,0
1680412779021,1059,/destination,200,OK,traffic distribution gojek 1-86,text,true,,19182,179,4,4,https://api-staging-builder.engineer.ai/configurations,812,0,503
1680412779556,584,/pickup-location,200,OK,traffic distribution gojek 1-84,text,true,,19169,179,4,4,https://api-staging-builder.engineer.ai/configurations,329,0,0
1680412779618,569,/voucher,200,OK,traffic distribution gojek 1-82,text,true,,19169,179,4,4,https://api-staging-builder.engineer.ai/configurations,322,0,0
1680412780080,596,/pickup-location,200,OK,traffic distribution gojek 1-86,text,true,,19182,179,4,4,https://api-staging-builder.engineer.ai/configurations,334,0,0
1680412780141,587,/choose-vehicle,200,OK,traffic distribution gojek 1-84,text,true,,19169,179,4,4,https://api-staging-builder.engineer.ai/configurations,327,0,0
1680412780187,576,/payment-methods,200,OK,traffic distribution gojek 1-82,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,332,0,0
1680412780023,1067,/top-up,200,OK,traffic distribution gojek 1-87,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,823,0,504
1680412780677,579,/choose-vehicle,200,OK,traffic distribution gojek 1-86,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,328,0,0
1680412780729,612,/voucher,200,OK,traffic distribution gojek 1-84,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,357,0,0
1680412781090,560,/pay,200,OK,traffic distribution gojek 1-87,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,317,0,0
1680412781256,658,/voucher,200,OK,traffic distribution gojek 1-86,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,411,0,0
1680412781342,606,/payment-methods,200,OK,traffic distribution gojek 1-84,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,349,0,0
1680412781015,1138,/destination,200,OK,traffic distribution gojek 1-88,text,true,,19182,179,3,3,https://api-staging-builder.engineer.ai/configurations,889,0,492
1680412781915,594,/payment-methods,200,OK,traffic distribution gojek 1-86,text,true,,19176,179,3,3,https://api-staging-builder.engineer.ai/configurations,342,0,0
1680412782154,570,/pickup-location,200,OK,traffic distribution gojek 1-88,text,true,,19169,179,3,3,https://api-staging-builder.engineer.ai/configurations,319,0,0
1680412782510,564,/history,200,OK,traffic distribution gojek 1-86,text,true,,19169,179,4,4,https://api-staging-builder.engineer.ai/configurations,318,0,0
1680412782029,1073,/top-up,200,OK,traffic distribution gojek 1-89,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,829,0,497
1680412782725,589,/choose-vehicle,200,OK,traffic distribution gojek 1-88,text,true,,19176,179,4,4,https://api-staging-builder.engineer.ai/configurations,333,0,0
1680412783075,581,/ongoing,200,OK,traffic distribution gojek 1-86,text,true,,19169,179,4,4,https://api-staging-builder.engineer.ai/configurations,323,0,0
